Zip Code,Audi A3 Plug In,Audi A7 Plug In,Audi A8 Plug In,Audi e-tron,Audi e-tron GT,Audi e-tron Sportback,Audi Q5 Plug In,Azure Transit Connect,Bentley Bentayga,BMW 3-Series Plug in,BMW 5-Series Plug in,BMW 7-Series Plug in,BMW i3,BMW i3 REx,BMW i8,BMW X3,BMW X5,Cadillac CT6,Cadillac ELR,Chevrolet Bolt EUV,Chevrolet Bolt EV,Chevrolet Spark,Chevrolet Volt,Chrysler Pacifica,Coda EV,E-Ride EXV,Ferrari SF90 Stradale,Fiat 500e,Fisker Karma,Ford C-Max Energi,Ford Escape Plug-in Hybrid,Ford Focus EV,Ford Fusion Energi,Ford Mustang Mach-E,Ford Ranger,Ford Think Neighbor,GEM NEV,Honda Accord Plug In,Honda Clarity Plug In,Hyundai Ioniq EV,Hyundai Ioniq Plug In,Hyundai Kona Electric,Hyundai Santa Fe Plug In,Hyundai Sonata Plug In,Jaguar I-Pace,Jeep Wrangler Plug In,Karma Revero,Kia Niro EV,Kia Niro Plug In,Kia Optima Plug In,Kia Sorrento Plug In,Kia Soul EV,Land Rover Range Rover Plug In,Lincoln Aviator Plug In,Mclaren P1,Mercedes B-Class Electric,Mercedes C350e Plug In,Mercedes GLC 350e Hybrid,Mercedes GLE55e,Mercedes S550e,Mercedes S560e,Miles ZX40ST,Mini Countryman Plug In,Mini Hardtop 2 Door EV,Mitsubishi i,Mitsubishi Outlander Plug In,New Flyer Xcelsior CHARGE,Nissan Leaf,Polestar 2,Porsche 918 Spyder,Porsche Cayenne S E-Hybrid,Porsche Panamera S E-Hybrid,Porsche Taycan,Smart forTwo EV,Smart forTwo EV Cabrio,Subaru Crosstrek Hybrid,Tesla Model 3,Tesla Model S,Tesla Model X,Tesla Model Y,Tesla Roadster,Toyota Prius Plug-in,Toyota Prius Prime,Toyota RAV4 EV,Toyota RAV4 Prime,Volkswagen e-Golf,Volkswagen ID.4,Volvo S60 Plug In,Volvo S90 Plug In,Volvo V60 Plug In,Volvo XC40 Recharge,Volvo XC60 Plug In,Volvo XC90 Plug In,Wheego Life,Workhorse E-GEN Van,Grand Total
76208,,,,1,,,,,,,1,,,1,,,,,,,2,,7,1,,,,,,,,,5,6,,,,,3,,,,,1,,5,,,,,2,,,1,,,,,,,,,,,,1,,7,,,,1,,,,,31,10,1,7,,,3,,3,,,,,,1,,1,,,102
76209,1,,,,,,,,,1,,,1,1,,,2,,,,3,1,7,,,,,,,,,,3,1,,,,,,,,,,,,1,,,1,1,,1,,,,,,,,,,,,,,1,,12,,,,,,1,,,15,4,,5,,,,,,1,,,,,,,,,,64
76210,1,,,4,,,1,,,1,1,,,3,2,,1,,,,9,1,10,10,,,,3,,7,1,1,15,4,,,,,,,,,,,,2,,,2,,,,2,1,,1,,1,,,,,,,1,1,,11,1,,,1,,1,,,52,24,6,22,,1,5,,1,,1,1,1,,2,,,,,216
76225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2
76226,,,,4,,2,1,,,1,,1,4,2,2,,7,1,,1,7,,11,12,,,,2,,3,,,9,3,,,,,4,,1,1,,,,11,,2,,2,1,,,3,,1,,,1,1,,,,,,2,,13,2,,1,2,3,1,,,129,46,20,73,,1,5,1,,1,4,1,,,1,1,7,,,415
76227,,1,,4,,1,,,,4,5,,2,1,,,4,,2,,5,,23,5,,,,2,,,,,12,2,,,1,,2,,,1,,,,5,,,,,1,,,,,,1,1,,,,,,,,3,,13,,,,1,,,,,80,23,9,48,,1,5,,1,1,6,,,,1,,3,,,280
76230,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,5
76233,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,4
76234,,,,,,1,1,,,,,,,,,,2,,,,3,,1,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,1,,,,,,,,,,,,,,,1,,,,,1,1,,,2,6,1,3,,,1,,,,,,,,,,1,,,30
76235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1
76239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2
76240,,,,,,,,,,1,1,,,,,,1,,,,1,,7,2,,,,1,,,,,3,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,4,,,,,,,,,7,4,1,1,,,1,,,,,,,,,,,,,38
76241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
76244,,,,2,,1,3,,,3,2,,2,7,,,1,,,,16,,20,12,,,,7,,7,,1,14,4,,,,,5,,,,,,2,8,,3,1,,,1,,1,,1,1,,,,,,,,,2,,13,,,2,,2,1,,,119,29,11,37,,1,8,,,2,4,,1,,,2,,,,359
76245,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,6
76247,,,,1,,1,,,,,1,,2,1,,,,,,,7,,9,3,,,,,,1,,,11,2,,,,,1,,,,,,,2,,,,,,,,1,,,,,,,,,,,,1,,6,,,1,,,,,,32,15,3,22,,,4,,2,,,,1,,,,1,,,131
76248,,,,6,,,2,,,3,2,1,1,2,2,1,3,,1,1,2,,15,4,,,,4,,1,,,4,5,,,,,4,,,,,,1,4,,,2,,,2,,1,,,,,,,,,,1,,2,,11,,,5,2,4,1,,,112,50,24,59,,2,2,,1,,4,,1,,,3,2,,,360
76249,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,3,5,4,1,,,,,,,,,,,,,,,,23
76250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,2
76251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76255,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,6
76258,,,,,1,,,,,,,,,,,,,,,,3,,1,1,,,,1,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,4,8,1,2,,,1,,,,,,,,,,,,,28
76259,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,4,,1,1,,,,,,,,,,,,1,,,,12
76262,1,,1,11,,1,,,,,3,,,8,5,,6,,1,,10,,15,7,,,,3,,3,,,4,7,,,1,,4,,,,,,2,6,,3,,,,,4,1,,,,12,2,,,,1,1,,5,,20,1,,7,1,20,11,1,,159,67,45,75,,1,3,,1,,,1,,,2,1,4,,,548
76264,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,4
76265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2
76266,,,,,,,,,,,,,,,,,,,,,2,,7,1,,,,,,,,,5,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,6,,,,,1,,,,9,4,5,1,,,4,,,,1,,,,,,,,,48
76271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,3
76272,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,1,,,,,,,,,,,,,,,,7
76273,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,,,,,,,,,,,,,,1,,,9
76277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76301,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,9
76302,,,,,,,,,,,,,,,1,,,,,,3,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,1,3,,,,,,,,,,,,,,,,19
76305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,5
76306,1,,,,,,,,,,1,,,,,,,,1,,,,1,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,3,,,1,,,,,,,,,,,,,1,,,14
76308,,,,,,,,,,,2,,,,,1,1,,,,,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,1,,,,1,,,,,6,8,1,3,,,,,,,,,,,,,,,,29
76309,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,5,,,,,,,,,,,,,,,,,17
76310,,,,,,,,,,,,,,,2,,4,,,,1,,2,2,,,,1,,1,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,13,3,,4,,1,,,,,,,,,,,1,,,39
76311,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,3
76354,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,1,,,1,1,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,1,,1,,,,,,,,,,,,,,14
76357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1
76365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,2
76366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,2
76367,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,10
76371,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3
76374,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,4
76379,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76380,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
76384,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,5
76388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76401,,,,,,,,,,,,,,,,,,,1,,3,,3,1,,,,,,1,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,5,2,,2,,,2,,,,,,,,,,,,,27
76424,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76426,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,3,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,1,,,,,4,2,1,,,,1,,,,,,,,,,,,,19
76430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,2
76431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1
76433,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2
76437,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5
76442,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,7
76444,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76446,,,,,,,,,,,,,,,,,1,,1,,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,7
76448,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2
76449,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,3
76450,,,,,,,,,,,,,,,,,1,,,,,,2,1,,,,,,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,1,,,,,,,,,,,,,11
76453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,3
76454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
76457,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,4
76458,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2
76462,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2
76470,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2
76472,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,6
76475,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76476,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,6
76484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
76486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76487,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,4,1,,,,,,,,,,,,,,,,,,11
76501,,,,,,,,,,,,,,,,,,,,,2,,8,1,,,,2,,1,,,,1,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,7,2,,1,,,2,,,,,,,,,,,,,31
76502,,,,,,,,,,,1,,,1,1,,2,,,,3,1,15,4,,,,1,,1,,,4,7,,,,,2,,,,,1,,1,,,,,,,,1,,,,1,,,,,,,,1,,3,,,1,,,2,,,41,10,5,16,,2,8,,,,2,1,,,1,2,2,,,144
76503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1
76504,,,,,,,,,,,,,1,,,,1,,,,,1,3,1,,,,,,1,,,1,1,,,,,,,,,,1,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,,,2,1,,,,,,,,,,,,,21
76511,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2
76513,,,,,,,,,,2,1,,1,,1,,,,1,,4,,7,8,,,,,,1,,,6,1,,,4,,4,,,,,,,2,,,,1,,,,1,,,,1,,,,,,,,,,4,,,,,1,,,,24,9,1,14,,2,8,,1,,1,,,,1,,3,,,115
76518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,2
76519,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76520,,,,,,,,,,1,,,,,,,,,1,,1,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,1,,,,,,,,,10
76522,,,,,,,,,,2,1,,,3,,,,,1,,1,,11,1,,,,,,2,,,6,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,1,,,17,5,,4,,1,1,,,,2,,,,,,,,,65
76523,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76524,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,3
76527,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,1,,,,,,,,,,,,,,,,6
76528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,6,1,2,,,,,,,,,,,,,,,,,15
76530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3
76531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,5
76534,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,4
76537,,,,,,,,,,1,,,,1,,,,,,,3,,6,3,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,7,2,2,,,1,,,,2,,,,,,,,,,36
76539,,,,,,,,,,,1,,,,1,,1,,,,2,,1,1,,,,,,1,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,2,,,1,,,,,,,,,,,,,17
76541,,,,,,,,,,,2,,,1,,,1,,,,3,,3,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,15
76542,,,,,,,,,,1,2,,1,3,1,1,3,1,,,4,1,9,11,,,,2,,,,,5,,,,,,,,,,,,,4,,1,,,1,,,,,,1,,,1,,,,,,,,3,1,,,,,,,,33,10,5,8,,,1,,,1,1,,,,,1,,,,117
76543,,,,,,,,,,,,1,,1,,,,,,,,1,8,1,,,,1,,3,,,,,,,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,8,2,,2,,,2,,1,,,,,,,,1,,,36
76544,,,,,,,,,,1,,,1,,,,1,,,,1,1,7,3,,,,,,,,1,4,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,11,1,,3,,1,,,,,,,,,,,,,,40
76547,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76548,,,,,,,,,,,4,1,1,5,,,1,,,,4,,8,8,,,,2,,,1,,4,3,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,2,,,,,,,,,17,4,,18,,1,1,,,,,,,,,,,,,88
76549,,,,,,,,,,1,2,,4,2,1,,,1,,,4,1,6,3,,,,,,3,,,5,,,,,,,,,,,,,1,,,,1,,,,,,1,,,,,,,1,,,,,7,,,,,,,,,26,10,2,8,,,5,,1,,1,,,,,,,,,97
76550,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,2,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,1,,2,,,,,,,,,,,,,,,,13
76556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
76559,,,,,,,1,,,,,,,,,,,,,,4,,,1,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,3,1,1,3,,,1,,,,,,,,,,,,,19
76566,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2
76567,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,6
76569,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,4
76571,,,,,,,1,,,,2,,,1,,,1,,,,,,1,1,,,,,,,,1,,1,,1,,,,,,,,,,1,,,,,,,,1,,,,,,,,,1,,,1,,,,,,,,,,,9,2,2,4,,,1,,,,,,,,,,,,,32
76574,,,,,,,,,,,1,,,2,,,,,,,1,1,7,2,,,,,,4,,,1,,,,,,1,,,,,,,1,,,1,,,,,1,,,,,,1,,,,,,1,,5,,,,,,,,,5,5,1,4,,,1,,,,1,,,,,1,,,,48
76577,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,6
76578,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,,,1,,,,,,,,,,,8
76579,,,,,,,,,,,,,,1,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,5
76599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1
76621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
76624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,2
